,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_paraph_class,logprob
403,19,2,1,Architecture and Building,"It is a matter of commercial interest to see into what general use this corrugated iron has come, not only in the coast towns in China, but in our newly acquired islands in the East, where it constitutes a large part of the building material; indeed, in Manila, I decided on different occasions that it was useless to make panoramic views looking over central portions of the city because it was one monotonous characterless glare of corrugated iron.",Architecture and Building,0.9999985693149258
404,19,2,1,Architecture and Building,"The ground floor is occupied by different shops with their fronts widely open to the street, and the native proprietors are standing in the doorway to see what is attracting the attention of those outside.",Architecture and Building,0.9992555590486027
405,19,2,1,Architecture and Building,"You will note that most of the persons in this gathering are of the better class-merchants, clerks, servants many of them wearing caps which generally indicates a rank above the coolie, who is the most menial type of the East.",Social Classes and Customs,0.9999955892541905
406,19,3,20,Social Classes and Customs,"The tea-house is a national institution in China; they are found in every city and town and village, and even in country places by the wayside, where they consist often of a shed or a simple shelter of thatch or matting.",Social Classes and Customs,0.9261389272397782
407,19,3,20,Social Classes and Customs,"Comparisons may be odious, but in studying a people or a nation one is compelled to make them, and since reaching Shanghai most of the comparisons have been against the Chinaman; but in the matter of the respective national resorts, as the teahouse versus the beer-saloon, a comparison is scarcely admissible, because the frequenters of the tea-house are people of the highest respectability, and I cannot say so much in reference to patrons of the beer-saloon.",Social Classes and Customs,0.9999996423941084
408,19,4,20,Social Classes and Customs,"To see ourselves as others see us is a moral impossibility, and could we do so it would scarcely mend matters, as the ethical vision of the second person would probably be no better than that of the first;",Social Classes and Customs,0.9999992847764076
409,19,4,20,Social Classes and Customs,"but it is curious to reflect on what would be the impressions of a Chinese gentleman who should for a first time pass through an American city or a single street of an average American town and examine the character of our national resort, the beer-saloon-what they drink and how they act therein, the numerical relation between the bakery and the beer-shop;",Social Classes and Customs,0.9999991059054896
410,19,4,20,Social Classes and Customs,"He might at the same time see a frequenter of this national resort come staggering to the door and in drunken stupor and maudlin profanity point his finger of scorn at some poor humble, industrious tea-drinking Chinaman passing by.",Social Classes and Customs,0.9999963044974792
411,19,5,20,Social Classes and Customs,"First, though, note the native policeman in regulation garb; his feet, his arms and his head are all in a position that clearly betrays a consciousness of authority over his fellows about him.",Social Classes and Customs,0.9999616170698101
412,19,5,20,Social Classes and Customs,"Just at the right-hand side of that front we will enter and ascend to the room above, where we can see the interior of the Chinese national resort.",Social Classes and Customs,0.9962034316849897
413,20,2,4,Daily Life and Occupations,"Seated on one of these black stools we are permitted to look around; if you spy any drunken men about do not fail to call my attention, because, while I have been many times in these tea-houses, I have never yet seen any in such a condition.",Daily Life and Occupations,0.5097318357010523
414,20,2,4,Daily Life and Occupations,"A tea-house usually consists of two large rooms furnished with many small tables and square stools, as you see here.",Daily Life and Occupations,0.9995552352471163
415,20,2,4,Daily Life and Occupations,"The rooms are decorated with handsome mirrors, rich carving in wood, and elegant painted wall-screens.",Daily Life and Occupations,0.6015914346981254
416,20,2,4,Daily Life and Occupations,You see the tops of these tables are of mottled marble; the frame-work and the stools are of rich black wood.,Daily Life and Occupations,0.9996315664502549
417,20,2,4,Daily Life and Occupations,"The rooms are lighted by large lanterns of glass set in wooden frames, which you can see suspended from the ceiling.",Daily Life and Occupations,0.9999854565478755
418,20,2,4,Daily Life and Occupations,"In the rear of this room there is a large kitchen where professional cooks, noted for their cleanliness, are employed in making all sorts of pastry.",Daily Life and Occupations,0.8746053879295667
419,20,2,4,Daily Life and Occupations,A peculiar feature of these kitchens is the large stock of boiling water kept on hand and sold at two cash a kettleful-two cash being about one-eighth of a cent.,Food and Diet,0.6012572625903203
420,20,2,4,Daily Life and Occupations,"This is a rather clever bit of economy where fuel is quite expensive, and, some time, perhaps, stands for the sale of hot water may become a paying business in America when the exigencies of vastly increased population compel a more grinding economy.",Daily Life and Occupations,0.9971185836327076
421,20,2,4,Daily Life and Occupations,"As guests enter and seat themselves at these tables, trays of sweetmeats and fruits of many sorts are placed on the tables occupied.",Food and Diet,0.9977593507137054
422,20,2,4,Daily Life and Occupations,"Small cups of tea, well made but never strong as it is taken in Western countries, are also placed before the guests.",Food and Diet,0.9999688831561039
423,20,2,4,Daily Life and Occupations,"When the temperate, harmless beverage is finished, guests, the occasional guests, are expected to leave and give place to others; but the man of leisure may be expected to spend his excess of time here in tea-inspired sociality with friends and neighbors.",Social Classes and Customs,0.999973298652514
424,20,2,4,Daily Life and Occupations,To increase the hilarity proprietors often engage vocalists and professional story-tellers and reciters who sing and relate and recite all day long.,Daily Life and Occupations,0.9999967219183942
425,20,2,4,Daily Life and Occupations,Smaller rooms are connected with these places in which those addicted to the opium habit can retire to inhale the fumes of that seductive alkaloid.,Gambling and Opium,0.999999642375208
426,20,2,4,Daily Life and Occupations,"Old men are found here who, between their pipes and occasional cups of tea, pass away many weary hours.",Daily Life and Occupations,0.9998954796740009
427,20,2,4,Daily Life and Occupations,"Public thoroughfares are naturally chosen for tea-rooms; they are, therefore, not infrequently found adjoining temples and yamens.",Daily Life and Occupations,0.9999502356163358
428,20,2,4,Daily Life and Occupations,"This, then, is what I have called the national resort of China, with seldom anything more than tea for a beverage and sweetmeats and the pipe as indulgences.",Food and Diet,0.8082297565425887
429,20,2,4,Daily Life and Occupations,You see these men at the tables; the trays of cakes and fruits have been mostly removed; the small teacups may be refilled.,Daily Life and Occupations,0.9998807556418966
430,20,2,4,Daily Life and Occupations,"The delicious tea costs less than a cent a cup; there is no drunkenness here; there are no bar-room brawls; there may be the mild merriment and sociability that come of theine, but not the maniacal madness of alcohol.",Food and Diet,0.999251634011079
431,20,3,4,Daily Life and Occupations,"You may see two pipes standing on the table by the teacups; they are not opium-pipes, but a not uncommon style of metal tobacco-pipe.",Daily Life and Occupations,0.9999961252326592
432,20,3,4,Daily Life and Occupations,The horizontal bowl is filled with water; the small upright bowl for the tobacco is attached to the top of the water-bowl; a small quantity of tobacco is used at one time; the smoke is drawn through the water and thereby cooled and purified.,Daily Life and Occupations,0.9999973775541373
433,20,3,4,Daily Life and Occupations,"Water-pipes in endless varieties are used, not only in China, but in all Oriental countries; so between sipping draughts of mild tea and whiffing a smoke well freed of its harmful alkaloid, the Chinaman whiles away his leisure.",Daily Life and Occupations,0.9997109912290322
434,20,4,4,Daily Life and Occupations,"For the peerless poet makes Cæsar say: ""Yon Cassius has a lean and hungry look; he thinks too much; such men are dangerous.""",Daily Life and Occupations,0.8154202102512172
435,20,4,4,Daily Life and Occupations,"One lady noticing the sharp, thin face of this man remarked, ""When the Chinese are skinny they are so awful skinny!""",Social Classes and Customs,0.9994952643809132
436,20,4,4,Daily Life and Occupations,"For no sooner had we entered the place than he ordered a cup of tea for himself, and ordered his cup several times refilled.",Daily Life and Occupations,0.9999917740262393
437,20,5,20,Social Classes and Customs,"I smiled at his many generous draughts; but when leaving the place I learned that although his face was thin, there was no lack of “ cheek""; the several cups were all charged to me.",Social Classes and Customs,0.9999958274575613
438,20,5,20,Social Classes and Customs,"This was the third time in the one day's service that this old picked-up guide had ""squeezed my pigeon""; but I should explain this curious phrase, which is current and well understood in all parts of China where the so-called ""pigeon English ""is spoken.",Social Classes and Customs,0.9999938015413338
439,20,5,20,Social Classes and Customs,"“Pigeon,"" or ""pigin,"" is as near as the Chinese lingual organs can come to saying business.",Trade and Commerce,0.9974790252542663
440,20,5,20,Social Classes and Customs,"A Chinaman, for instance, who wishes to say, ""That is not my business,"" will say, ""That no my pigeon.""",Social Classes and Customs,0.9999992847764076
441,20,5,20,Social Classes and Customs,"All Chinese servants, without exception, will in some way get a commission or a profit out of any handling of money for their employers.",Social Classes and Customs,0.9999693004557544
442,20,6,2,British Colonialism,"On the same day this cadaverous-looking old Cassius accompanied me to the native city where he pretended that certain fees were required, a part of which, I am sure, he kept himself.",British Colonialism,0.9780730558789957
443,20,6,2,British Colonialism,"Later in the day he engaged to find a native woman who would allow her compressed feet to be photographed; he found one who would thus expose her feet for two dollars, as he said.",Photography and Imaging,0.9971133159416307
444,20,6,2,British Colonialism,"Thus at this tea-house was my ""pigeon squeezed ""for the third time in one day.",Gambling and Opium,0.9829537229389559
445,20,6,2,British Colonialism,"As we reached the street I entered a rikisha"" and said to my hungry old guide: ""You squeeze my pigeon three times, I squeeze your pigeon one time,"" and deducted from his pay three ""squeezes,"" and we parted.",Social Classes and Customs,0.9995524962566701
446,20,7,17,Prisoners and Punishment,He had previously committed several murders; but his last offense was the gouging out of a man's eyes.,Prisoners and Punishment,0.9999998807761656
447,20,7,17,Prisoners and Punishment,He was taken in this crime and brought to the native city where he was tried before a Chinese tribunal and condemned to die by what is known as the cage.,Prisoners and Punishment,0.9999998807761656
448,21,2,17,Prisoners and Punishment,"The public announcement that the death penalty by the ""cage"" was to be inflicted upon this notorious fiend created great excitement among the natives of Shanghai.",Prisoners and Punishment,0.999999940388081
449,21,2,17,Prisoners and Punishment,"This means of execution had not been employed for many years; few had ever seen a criminal in a cage,"" which consists, as you can see, of a frame of rough sticks.",Prisoners and Punishment,0.9999998807761656
450,21,2,17,Prisoners and Punishment,"Boards are placed close around his neck and made fast to the frame; flat stones are placed beneath his feet, supporting him about twelve inches above the ground.",Prisoners and Punishment,0.999999940388081
451,21,2,17,Prisoners and Punishment,"After a stated time these stones are removed one by one, causing a gradual suspension by the neck and a slow strangulation.",Prisoners and Punishment,0.999999940388081
452,21,2,17,Prisoners and Punishment,"Before the termination of this prolonged death penalty, the criminal in his cage is compelled to stand one day before each gate of the city.",Prisoners and Punishment,0.9999998807761656
453,21,2,17,Prisoners and Punishment,There are six gates to the old city of Shanghai; that means a week of unimaginable fatigue before the scornful gaze of crowds in the thoroughfares.,Prisoners and Punishment,0.9999965431057442
454,21,2,17,Prisoners and Punishment,"When I heard of this unusual spectacle of a caged criminal, I arranged with a Chinese shopkeeper, with whom I had become acquainted, to go with me as interpreter, he being able to speak a little English.",Prisoners and Punishment,0.999999642375208
455,21,2,17,Prisoners and Punishment,"When we finally found him he was surrounded by an impenetrable crowd of natives, and his charges had gone up to five dollars under a lively patronage.",Prisoners and Punishment,0.9999902253289532
456,21,2,17,Prisoners and Punishment,"We found we had to negotiate with the police in charge, who were evidently dividing the ""squeezes"" with the prisoner.",Prisoners and Punishment,0.9999998807761656
457,21,2,17,Prisoners and Punishment,"My Chinese friend succeeded after tedious parley in a surging crowd in reducing the license from five Mexican dollars to four, with the proviso that the crowd must be cleared out of the way, and that the prisoner must remove his hat and turn his face toward the light.",Prisoners and Punishment,0.9999998807761656
458,21,2,17,Prisoners and Punishment,"Notice how he holds the straw hat, which by our verbal contract he was obliged to remove; and note also the peculiarities of his hair; his queue has been removed and his front hair allowed to grow.",Prisoners and Punishment,0.9910324720334837
459,21,2,17,Prisoners and Punishment,The queue and the shaven front are marks of loyalty to the reigning dynasty and not permitted on the part of those under condemnation.,Prisoners and Punishment,0.999999940388081
460,21,2,17,Prisoners and Punishment,"Notice the iron hasps on the side of the cage, through which poles are put to carry it from gate to gate; also the flat stones beneath his feet soon to be removed one by one.",Prisoners and Punishment,0.9999998211642538
461,21,2,17,Prisoners and Punishment,"When the morrow came this poor callous wretch was dead; his friends had smuggled in to him during the last night a mortal draught, and he cheated the cage of its intended strangulation.",Prisoners and Punishment,0.9999998807761656
462,21,2,17,Prisoners and Punishment,"His face is not so bad, less Mongolian than most in that horde behind; but the capacity for heartless crime was there, and he paid the penalty.",Prisoners and Punishment,0.999999940388081
463,21,2,17,Prisoners and Punishment,This is one of the many strange devices for torture and punishment practiced in China; further on in our itinerary I will explain others.,Prisoners and Punishment,0.9999998807761656
464,21,3,7,Fashion and Dress,"You are accustomed to see the former contracted beyond the normal condition, but not the latter; so we will enter a room at the hotel where you can see what has rarely been seen, the unwrapped, exposed small feet of a Chinese woman.",Fashion and Dress,0.9999995231047478
465,21,3,7,Fashion and Dress,"All the world has heard of these small feet, but very few, even of the missionaries who dwell in that land, have ever seen them.",Fashion and Dress,0.9999957679477541
466,22,2,20,Social Classes and Customs,"Much has been written about this strange custom of binding the feet, and many different ideas advanced as to its origin.",Social Classes and Customs,0.9999629276204194
467,22,2,20,Social Classes and Customs,Some Chinese tell us that it was a handicap placed on woman's gadding proclivities many centuries ago.,Social Classes and Customs,0.999995589208716
468,22,2,20,Social Classes and Customs,"Another tradition tells how a beautiful princess, having club feet, so skillfully concealed the fact that others imitated her methods and in this way her imitators brought about a fashion of binding the feet.",Fashion and Dress,0.9999980328085507
469,22,2,20,Social Classes and Customs,"I am more inclined to believe, however, that it is an innovation of fashion; that through all time small feet have been considered more comely than large feet; and fashion exaggerates every means to an end, and this custom has been exaggerated into a deformity in China.",Fashion and Dress,0.9999907019314641
470,22,2,20,Social Classes and Customs,Western nations are not guiltless in this matter; corns and bunions and other feet ailments are often attributable to feet-binding by shoes which are too small.,Fashion and Dress,0.970604686163102
471,22,2,20,Social Classes and Customs,Any person who wears shoes a size or a half-size too small lives in a glass house and must not criticise foot-binding in China; it is therefore a matter of degree and not principle.,Social Classes and Customs,0.9999140720205281
472,22,2,20,Social Classes and Customs,"The Chinese insist that tight lacing in Western countries is in worse taste and more injurious to health than feet-binding; that the waist is more vital than the feet, and that a slight compression of the former is more disastrous than even malformation of the latter.",Social Classes and Customs,0.9747945643810955
473,22,2,20,Social Classes and Customs,"It is generally believed that feet-binding is only practiced by the upper classes, and that ""lily feet"" are a badge of refinement; later writers and travellers in China claim this is a mistake, and my own observations have been that it is practiced by all classes except the Manchus, though no doubt less by the lower class, who are obliged to work.",Social Classes and Customs,0.999998867481354
474,22,3,20,Social Classes and Customs,"When the little miss has her muscles of locomotion fairly well developed, say at from five to eight years of age, pieces of cloth from two to three inches wide are wound tightly around the feet, commencing at the great toe and winding upward to and over the ankle; the toes are turned under, as you see them in this case; the heel is drawn toward the sole of the foot.",Social Classes and Customs,0.9686210068607148
475,22,3,20,Social Classes and Customs,until the two extremes are nearly in contact; other and stronger wrappings are added; occasionally the bandages are removed and readjusted; the circulation is sufficiently arrested to stop further growth and development.,Cemeteries and Burial Practices,0.9979109865709943
476,22,3,20,Social Classes and Customs,"Disuse of the feet deteriorates the muscles of the legs, and the calves almost disappear; but this adds to the symmetry of the ideal female form which, according to the Chinese fancy, should taper gradually from the shoulders to the point of the little foot.",Social Classes and Customs,0.9998372086071693
477,22,3,20,Social Classes and Customs,"These dainty feet are well nigh useless for pedestrian purposes, and impart a gait which one can imitate perfectly by trying to walk on the heels without touching the front part of the foot to the ground.",Social Classes and Customs,0.9964590544151044
478,22,4,20,Social Classes and Customs,"Possibly you would like to know how I succeeded in getting this view, since I have told you they are so seldom seen.",Social Classes and Customs,0.9996902123403572
479,22,4,20,Social Classes and Customs,"You remember my old guide at the tea-house who squeezed the pigeon"" when trying to find me a smallfooted subject.",Social Classes and Customs,0.9998318478848541
480,22,4,20,Social Classes and Customs,"I went with him to a native quarter of the city, where he said he had bargained with a pretty girl; because I, of course, stipulated that the face should be pretty as well as the feet, for art purposes.",Social Classes and Customs,0.9999987483371218
481,22,4,20,Social Classes and Customs,"He took me by devious ways to an upper floor, where, after haggling with the inmates for a tedious length of time, he brought forth an unusually comely specimen who giggled after the fashion of girls the world over; but she had not been made to understand that her feet must be unbound, and when this was explained to her she fled precipitately, and no money consideration would tempt her to return.",Social Classes and Customs,0.9999955296425346
482,22,4,20,Social Classes and Customs,"We tried a third house, to which we were followed by a wild gang of idlers, who wondered what the ""fangwei"" (foreign devil) was in search of.",Social Classes and Customs,0.9999630467561776
483,22,4,20,Social Classes and Customs,"After an extended search he found one girl, who, for a consideration of four Mexican dollars, would come to the hotel and unwrap her feet for the camera.",Social Classes and Customs,0.9999809272903678
484,22,4,20,Social Classes and Customs,Long usage has taught them to look upon small feet as beautiful; but it is only when they are encased in dainty silken shoes that they are presentable.,Fashion and Dress,0.9999945167783415
485,22,4,20,Social Classes and Customs,"The small feet of the Chinese women are not so small as they appear to be; the sharp front part of the foot is wedged into the small shoe, while the heel is lifted up into the leg of the shoe, thus giving the appearance of a foot scarcely three inches long, when in reality it may be six or seven inches.",Social Classes and Customs,0.9982286705470859
486,22,5,23,Transportation,"We shall board that steamer in the evening, pay $7.50 for a first-class fare, and during the following forenoon shall be landed at Ningpo, which, as our map of eastern China shows, is about one hundred and fifty miles south of Shanghai.",Transportation,0.999953871212567
487,23,2,4,Daily Life and Occupations,"By descending the river and continuing directly eastward for ninety-five miles we would arrive at Chusan, in the group of islands of the same name.",Harbor and Waterways,0.8729866314230897
488,23,2,4,Daily Life and Occupations,"We have here again the same busy scene to be witnessed at every port in China, the ever-present, burden-bearing coolie who, in his own country, bids defiance to every form of labor-saving machine.",Daily Life and Occupations,0.9999936226966917
489,23,2,4,Daily Life and Occupations,"He is a labor-machine himself-willing, patient, full of endurance and contentment on ten cents a day, and such a thing as a strike has never dawned on his ox-like willingness to do an ox's work.",Daily Life and Occupations,0.9999576849153546
490,23,2,4,Daily Life and Occupations,His labor has been of great value to his country and to the world; but who has ever thought of erecting a monument in recognition of the world's indebtedness to the poor coolie.,Social Classes and Customs,0.9927507296162386
491,23,2,4,Daily Life and Occupations,We are seeing this place on the last day of April; by the shadows you know the sun is shining; by the umbrellas you know it is warm.,Daily Life and Occupations,0.9999985099653673
492,23,2,4,Daily Life and Occupations,"For greater comfort some of the coolies, like the Russian peasants, are wearing their shirts outside their trousers, and I am not sure but it is the proper way.",Fashion and Dress,0.9974383258435605
493,23,2,4,Daily Life and Occupations,"I imagine some of these bales contain charcoal, as large quantities of it are shipped to Shanghai; we can see junks in the river; Ningpo is an important place for junk-building.",Harbor and Waterways,0.9998192179203883
494,23,2,4,Daily Life and Occupations,"The Chinese consider Ningpo as one of the finest cities in the Empire; but to Europeans it is difficult to find much that may be considered fine; the streets are narrow and dirty, and it is intersected by numerous canals which are not by any means Venetian in general effect.",Harbor and Waterways,0.7210258355556168
495,23,2,4,Daily Life and Occupations,"And, as in all cities in China, everything is out of repair; there are no signs of progress; no new buildings or bridges; everything is old; everything is dilapidated; everywhere there is dirt and disorder.",Daily Life and Occupations,0.9991928271830525
496,23,2,4,Daily Life and Occupations,"Pope makes order ""Heaven's first law,' but it is surely the tail-end of the Chinese code.",Daily Life and Occupations,0.6024108732885938
497,23,3,12,Harbor and Waterways,"After a half hour's walk we shall find a position on the upper floor of a native shop, from which we can overlook a long bridge of boats.",Harbor and Waterways,0.9999984503535372
498,24,2,20,Social Classes and Customs,"This bridge is usually a great thoroughfare in Ningpo, especially on market days, when it is lined from end to end with sellers of all kinds of country produce, as well as manufactured goods.",Daily Life and Occupations,0.9087774954514994
499,24,2,20,Social Classes and Customs,"On such days it is next to impossible to pass over it, and ferrymen do a flourishing business, when this branch of the river is impeded by the multitude of small boats carrying passengers to and fro.",Daily Life and Occupations,0.9987997787525782
500,24,2,20,Social Classes and Customs,"The bridge is two hundred yards long and five broad, made of sixteen lighters chained together and covered with planks securely lashed, the whole line of boats being held by anchors.",Harbor and Waterways,0.9632666275027358
501,24,2,20,Social Classes and Customs,It was while making this view that I espied a woman crossing with hair coiffured in a most unusual and fantastic style.,Fashion and Dress,0.9999222931144646
502,24,2,20,Social Classes and Customs,"I dispatched my native guide in great haste to intercept her and negotiate a pose, but all attempts and money offers were unavailing.",Social Classes and Customs,0.9999840248313399
503,24,2,20,Social Classes and Customs,"Her hair was arranged in a thin, vertical coil, projecting about eight inches from her head behind and noticeable at any distance.",Fashion and Dress,0.999996960377602
504,24,2,20,Social Classes and Customs,"The wearers of this odd coiffure are female barbers and belong to an order called the ""To min.""",Fashion and Dress,0.8303072563248207
505,24,2,20,Social Classes and Customs,"There are three thousand in the ""To min"" set, and they, like the Tankia at Canton, are despised by the general community.",Social Classes and Customs,0.9999993443882875
506,24,2,20,Social Classes and Customs,"The men are not allowed to compete in the examinations or follow an honorable vocation; they are often actors, musicians or sedan-chair carriers.",Daily Life and Occupations,0.9933107472501843
507,24,2,20,Social Classes and Customs,"The “To min"" are supposed to be descendants of one Kin who aided the Japanese in their attack on this province; hence the odium which has rested upon them ever since.",Social Classes and Customs,0.9999562548546821
508,24,2,20,Social Classes and Customs,"It is often charged that the Chinese lack patriotism, but this prejudice against the ""To min"" surely resembles patriotism.",Social Classes and Customs,0.9999996423941084
509,24,3,14,Missionary Work,A Christian Church in the heart of a Chinese city is always a wonderful sight because of its power of suggestion.,Missionary Work,0.99999678154149
510,24,3,14,Missionary Work,"All denominations are represented, and it is said that the people in this province have been more susceptible to Christian influence than in many other parts of the country.",Missionary Work,0.9999995231614776
511,24,3,14,Missionary Work,"The sights that meet the eye in Ningpo are very similar to those we have seen in Shanghai and Canton, but still there are some curious things worthy our attention.",Missionary Work,0.9989570806273399
512,24,4,4,Daily Life and Occupations,"On our way, in a yard, a timber-yard, we will call it, we shall stop to inspect an unusual and ancient kind of saw-mill.",Architecture and Building,0.9856739278973647
513,25,2,4,Daily Life and Occupations,"This is truly the saw-mill of the country; it is everywhere in the rural districts, in the villages, in the great cities; even in the great cities like Shanghai and Tien-tsin, where manufacturers are partially Europeanized.",Trade and Commerce,0.984181468146484
514,25,2,4,Daily Life and Occupations,This primitive method of lumber making still bears the sway and the smart modern steam saw-mill can scarcely compete.,Architecture and Building,0.8429613637420063
515,25,2,4,Daily Life and Occupations,"This mill will generally run threescore and ten years without any important renovation or restoration; besides, it is not an eight-hour mill; it runs from sunrise to sunset and seven days in the week, and never goes on a strike; it contains an automatic free orchestra attachment which furnishes music all day long; that is, they sing as they work.",Daily Life and Occupations,0.9999994634928573
516,25,2,4,Daily Life and Occupations,"The running expenses are trifling mill rent, twenty cents; fuel (rice), ten cents; extra mill hands, nothing; natural wear and tear, nothing; total daily running expense of the mill, thirty 1OO cents.",Daily Life and Occupations,0.9999990462936239
517,25,2,4,Daily Life and Occupations,See if you can tell how this heavy timber is supported rigidly erect for the heavy strain of a cross-cut saw.,Architecture and Building,0.999997854140503
518,25,2,4,Daily Life and Occupations,"It is after the fashion of our buck-saw, used horizontally, with the saw at right angles to the frame; that is the universal model of saw for the East, both for light and heavy work.",Daily Life and Occupations,0.9999973775541373
519,25,2,4,Daily Life and Occupations,"There is a stack of bamboo poles of all sizes, destined to be used for almost every conceivable purpose.",Daily Life and Occupations,0.9725168149070544
520,25,3,20,Social Classes and Customs,We will give those poor toilers a few cash and proceed on our way until we reach a beautiful temple called the Fukien Guild Hall.,Social Classes and Customs,0.9999787228342828
521,26,2,1,Architecture and Building,"This magnificent structure was first erected in the twelfth century by men from the Province of Fukien, which lies south of Chien Kiang, the province in which Ningpo is located.",Architecture and Building,0.9999997615523455
522,26,2,1,Architecture and Building,"It was rebuilt in 1680, and one can scarcely believe from the bright new appearance of the carved columns that it has been standing as we now see it for over two hundred years.",Architecture and Building,0.9999997615523455
523,26,2,1,Architecture and Building,"These Guild Halls in the Flowery Kingdom correspond to clubs in Western 1Ο1 countries; they are social and semi-commercial, being a meeting place for commercial and literary men and people of wealth and standing.",Social Classes and Customs,0.9998789670626205
524,26,2,1,Architecture and Building,"The buildings cover an extensive area, arranged in different halls of one story with a courtyard in front of each.",Architecture and Building,0.999999940388081
525,26,2,1,Architecture and Building,"Merchants from the same province of Fukien have erected another beautiful Guild Hall at Canton at a cost of $120,000.",Architecture and Building,0.9999991059508506
526,26,2,1,Architecture and Building,"In some of the halls a stage is erected for theatrical performances, and from a balcony members and their friends can enjoy the entertainments.",Architecture and Building,0.999998986597861
527,26,2,1,Architecture and Building,"In other halls shrines are dedicated to different so-called deities, such as the Queen of Heaven, the God of Learning, etc.",Religion (Buddhism and Ancestor Worship),0.9999629275767653
528,26,2,1,Architecture and Building,"There is also in some part of the temple area an Ancestral Hall, in which tablets are erected in memory of departed members of the guild or club.",Architecture and Building,0.9996784220854665
529,26,2,1,Architecture and Building,Lanterns and scrolls are suspended from the ceilings on which curious characters and devices are written in gorgeous colors.,Architecture and Building,0.9999994039345736
530,26,2,1,Architecture and Building,"Some of these columns, my guide told me, were executed in Amoy and others in Ningpo; they are monolithic and of fine gray granite.",Architecture and Building,0.9999997615523455
531,26,2,1,Architecture and Building,We have noticed from time to time on our journey the lack of architectural beauty and attractiveness in Chinese buildings.,Architecture and Building,0.9999998807761656
532,26,2,1,Architecture and Building,"Just notice how delicate in every detail, how rich the designs and in what elaborate and bold relief are the figures on the columns of this porch.",Architecture and Building,0.9999997019871092
533,26,3,18,Religion (Buddhism and Ancestor Worship),The two national emblems are here brought before us so conspicuously and in such beautiful art that I must tell you something about them.,Religion (Buddhism and Ancestor Worship),0.9999235441116643
534,26,3,18,Religion (Buddhism and Ancestor Worship),"The dragon is the symbol on the Imperial flag; the lion is the guardian of every home, shop and temple.",Religion (Buddhism and Ancestor Worship),0.9992710238999987
535,26,3,18,Religion (Buddhism and Ancestor Worship),"Every people must have a mythology; human nature takes to myth as to food; it seems almost an indispensable psychological aliment, and the people of the Middle Kingdom are no exception.",Religion (Buddhism and Ancestor Worship),0.9999854565478755
536,26,3,18,Religion (Buddhism and Ancestor Worship),"In Chinese mythology there is not one dragon, but many; there is the Celestial dragon which presides over the mansions of the gods; the divine dragon which causes the winds to blow.",Religion (Buddhism and Ancestor Worship),0.9999984503535372
537,26,3,18,Religion (Buddhism and Ancestor Worship),The Buddhists consider their dragons as numerous as the fish of the sea; but the fabulous dragon with scales and claws seems to be a sort of Jupiter or Odin in their polytheism; he performs many functions.,Religion (Buddhism and Ancestor Worship),0.999999940388081
538,26,3,18,Religion (Buddhism and Ancestor Worship),"He is represented as a flying Saurian, yet without wings; plainly a different species from the one encountered by St. George.",Religion (Buddhism and Ancestor Worship),0.9999986887546085
539,26,3,18,Religion (Buddhism and Ancestor Worship),"He is always represented as a scaly five-clawed crocodile; he presides over the elements; he has power to become visible or invisible; in short, he is a factotum in their divinity business.",Religion (Buddhism and Ancestor Worship),0.999999940388081
540,26,3,18,Religion (Buddhism and Ancestor Worship),"He is the crest on royal monuments, is displayed on the Emperor's robes, and the Grand Chair of State is called the dragon throne.",Fashion and Dress,0.9720858695674383
541,26,4,18,Religion (Buddhism and Ancestor Worship),"He figures conspicuously in porcelain, in bronze, in painting, in sculpture, in every form of decoration; he is conventionalized into many grotesque forms with feathery spreading tail and bulging eyes.",Religion (Buddhism and Ancestor Worship),0.999977948158031
542,26,4,18,Religion (Buddhism and Ancestor Worship),You may see him carved in stone before every yamen and temple and official residence; at the shop doors in every street you will see him carved in wood and gilded.,Religion (Buddhism and Ancestor Worship),0.3758699591561836
543,26,4,18,Religion (Buddhism and Ancestor Worship),"The lion, therefore, seems to be a one-headed Cerberus charged with the big task of guarding all the important doors of the Empire.",Religion (Buddhism and Ancestor Worship),0.9842203745123976
544,26,4,18,Religion (Buddhism and Ancestor Worship),"Cerberus required three heads to guard the entrance to Hades, and two stern lions always guard important doorways in China.",Religion (Buddhism and Ancestor Worship),0.9999604851276901
545,26,4,18,Religion (Buddhism and Ancestor Worship),"These guardian lions may be stone during the day, but they are good, vigilant, live lions during the night, so it is believed, and it is said they may be seen roaming about at hours when children should be in doors.",Religion (Buddhism and Ancestor Worship),0.9999974967194657
546,26,4,18,Religion (Buddhism and Ancestor Worship),"Recalling these things, we can better understand why the lion and dragon are in such high esteem and how they outrank all other divinities in the Chinese mythology.",Religion (Buddhism and Ancestor Worship),0.9999997019871092
547,26,4,18,Religion (Buddhism and Ancestor Worship),We should not fail to note carefully the splendidly carved dragons on those graceful columns and the one of the two lions which guard the door of this matchless Guild Hall.,Architecture and Building,0.999998152233049
548,26,4,18,Religion (Buddhism and Ancestor Worship),"Do not make a mistake and confound our guide who rests on the porch with the Cerberus on the pedestal, because they are both lions on this occasion.",Religion (Buddhism and Ancestor Worship),0.9741210666741119
549,26,5,18,Religion (Buddhism and Ancestor Worship),"Before returning to the ship which takes us back to Shanghai, we will enter one hall of a Buddhistic temple to look for a few moments at some gigantic statues of Buddha.",Religion (Buddhism and Ancestor Worship),0.9999997615851299
