chapter,paragraph,paraph_class,paraph_class_name,text,sentence_paraph_class,logprob,categories,categories_probs,length_cats
22,2,20,Social Classes and Customs,"Another tradition tells how a beautiful princess, having club feet, so skillfully concealed the fact that others imitated her methods and in this way her imitators brought about a fashion of binding the feet.",Fashion and Dress,0.9999980328085508,"['Fashion and Dress', 'Social Classes and Customs', 'Family and Social Structures']","[0.3331788192371516, 0.33317770706226724, 0.3329161437027686]",3
22,2,20,Social Classes and Customs,"I am more inclined to believe, however, that it is an innovation of fashion; that through all time small feet have been considered more comely than large feet; and fashion exaggerates every means to an end, and this custom has been exaggerated into a deformity in China.",Fashion and Dress,0.999990701931464,"['Fashion and Dress', 'Social Classes and Customs']","[0.49997425210483737, 0.4999707356247105]",2
22,2,20,Social Classes and Customs,Western nations are not guiltless in this matter; corns and bunions and other feet ailments are often attributable to feet-binding by shoes which are too small.,Fashion and Dress,0.970604686163102,"['Fashion and Dress', 'Social Classes and Customs']","[0.4998602944564844, 0.4997388177220604]",2
22,2,20,Social Classes and Customs,Any person who wears shoes a size or a half-size too small lives in a glass house and must not criticise foot-binding in China; it is therefore a matter of degree and not principle.,Social Classes and Customs,0.999914072020528,"['Fashion and Dress', 'Social Classes and Customs']","[0.5000107886331584, 0.49998855559137195]",2
22,2,20,Social Classes and Customs,"The Chinese insist that tight lacing in Western countries is in worse taste and more injurious to health than feet-binding; that the waist is more vital than the feet, and that a slight compression of the former is more disastrous than even malformation of the latter.",Social Classes and Customs,0.9747945643810956,"['Fashion and Dress', 'Social Classes and Customs']","[0.4999875135016558, 0.499976905045358]",2
22,2,20,Social Classes and Customs,"It is generally believed that feet-binding is only practiced by the upper classes, and that ""lily feet"" are a badge of refinement; later writers and travellers in China claim this is a mistake, and my own observations have been that it is practiced by all classes except the Manchus, though no doubt less by the lower class, who are obliged to work.",Social Classes and Customs,0.999998867481354,"['Social Classes and Customs', 'Fashion and Dress', 'Family and Social Structures', 'Daily Life and Occupations']","[0.25000763677196813, 0.25000519306821384, 0.24999392804184845, 0.2499930633095086]",4
22,3,20,Social Classes and Customs,"When the little miss has her muscles of locomotion fairly well developed, say at from five to eight years of age, pieces of cloth from two to three inches wide are wound tightly around the feet, commencing at the great toe and winding upward to and over the ankle; the toes are turned under, as you see them in this case; the heel is drawn toward the sole of the foot.",Social Classes and Customs,0.9686210068607148,['Fashion and Dress'],[0.9993721579479525],1
22,3,20,Social Classes and Customs,until the two extremes are nearly in contact; other and stronger wrappings are added; occasionally the bandages are removed and readjusted; the circulation is sufficiently arrested to stop further growth and development.,Cemeteries and Burial Practices,0.9979109865709944,"['Plague and Disease', 'Prisoners and Punishment']","[0.7440830570466608, 0.20762751469699806]",2
22,3,20,Social Classes and Customs,"Disuse of the feet deteriorates the muscles of the legs, and the calves almost disappear; but this adds to the symmetry of the ideal female form which, according to the Chinese fancy, should taper gradually from the shoulders to the point of the little foot.",Social Classes and Customs,0.9998372086071692,"['Fashion and Dress', 'Social Classes and Customs']","[0.49985315439855327, 0.4998330158708951]",2
22,3,20,Social Classes and Customs,"These dainty feet are well nigh useless for pedestrian purposes, and impart a gait which one can imitate perfectly by trying to walk on the heels without touching the front part of the foot to the ground.",Social Classes and Customs,0.9964590544151044,['Fashion and Dress'],[0.999644010617051],1
22,4,20,Social Classes and Customs,"Possibly you would like to know how I succeeded in getting this view, since I have told you they are so seldom seen.",Social Classes and Customs,0.9996902123403572,['Photography and Imaging'],[0.999986349647463],1
22,4,20,Social Classes and Customs,"You remember my old guide at the tea-house who squeezed the pigeon"" when trying to find me a smallfooted subject.",Social Classes and Customs,0.999831847884854,"['Daily Life and Occupations', 'Social Classes and Customs']","[0.5016662951206756, 0.49831886104455925]",2
22,4,20,Social Classes and Customs,"I went with him to a native quarter of the city, where he said he had bargained with a pretty girl; because I, of course, stipulated that the face should be pretty as well as the feet, for art purposes.",Social Classes and Customs,0.9999987483371218,"['Photography and Imaging', 'British Colonialism', 'Social Classes and Customs', 'Trade and Commerce']","[0.31879953728059596, 0.2810943827624161, 0.2743478191519759, 0.12520596496315284]",4
22,4,20,Social Classes and Customs,"He took me by devious ways to an upper floor, where, after haggling with the inmates for a tedious length of time, he brought forth an unusually comely specimen who giggled after the fashion of girls the world over; but she had not been made to understand that her feet must be unbound, and when this was explained to her she fled precipitately, and no money consideration would tempt her to return.",Social Classes and Customs,0.9999955296425346,['Social Classes and Customs'],[0.9967108696838605],1
22,4,20,Social Classes and Customs,"We tried a third house, to which we were followed by a wild gang of idlers, who wondered what the ""fangwei"" (foreign devil) was in search of.",Social Classes and Customs,0.9999630467561776,"['British Colonialism', 'Social Classes and Customs', 'Daily Life and Occupations', 'Missionary Work']","[0.40150510366812314, 0.4013976851380382, 0.10311263557133442, 0.09384295539969009]",4
22,4,20,Social Classes and Customs,"After an extended search he found one girl, who, for a consideration of four Mexican dollars, would come to the hotel and unwrap her feet for the camera.",Social Classes and Customs,0.9999809272903678,"['Photography and Imaging', 'Social Classes and Customs', 'Trade and Commerce']","[0.3333069079781425, 0.3332934793833599, 0.33313280860728084]",3
22,4,20,Social Classes and Customs,Long usage has taught them to look upon small feet as beautiful; but it is only when they are encased in dainty silken shoes that they are presentable.,Fashion and Dress,0.9999945167783416,"['Fashion and Dress', 'Social Classes and Customs', 'Family and Social Structures', 'Daily Life and Occupations']","[0.30478180796154447, 0.3047811539832859, 0.3046565531260198, 0.08577507115990024]",4
22,4,20,Social Classes and Customs,"The small feet of the Chinese women are not so small as they appear to be; the sharp front part of the foot is wedged into the small shoe, while the heel is lifted up into the leg of the shoe, thus giving the appearance of a foot scarcely three inches long, when in reality it may be six or seven inches.",Social Classes and Customs,0.998228670547086,"['Fashion and Dress', 'Social Classes and Customs']","[0.4998759479605814, 0.49987463739394283]",2
22,5,23,Transportation,"We shall board that steamer in the evening, pay $7.50 for a first-class fare, and during the following forenoon shall be landed at Ningpo, which, as our map of eastern China shows, is about one hundred and fifty miles south of Shanghai.",Transportation,0.999953871212567,"['Transportation', 'Geography and Topography', 'Harbor and Waterways']","[0.3343879531807198, 0.33325885968027874, 0.33234892184167075]",3
23,2,4,Daily Life and Occupations,"By descending the river and continuing directly eastward for ninety-five miles we would arrive at Chusan, in the group of islands of the same name.",Harbor and Waterways,0.8729866314230897,"['Geography and Topography', 'Transportation', 'Harbor and Waterways']","[0.3333229639046394, 0.3333223281958615, 0.3333219306666641]",3
23,2,4,Daily Life and Occupations,"We have here again the same busy scene to be witnessed at every port in China, the ever-present, burden-bearing coolie who, in his own country, bids defiance to every form of labor-saving machine.",Daily Life and Occupations,0.9999936226966916,"['Daily Life and Occupations', 'Harbor and Waterways', 'Social Classes and Customs', 'Trade and Commerce', 'British Colonialism']","[0.19967945467708997, 0.19967816927639034, 0.19967531319677476, 0.19964483081947854, 0.1995978690950885]",5
23,2,4,Daily Life and Occupations,"He is a labor-machine himself-willing, patient, full of endurance and contentment on ten cents a day, and such a thing as a strike has never dawned on his ox-like willingness to do an ox's work.",Daily Life and Occupations,0.9999576849153546,"['Daily Life and Occupations', 'Social Classes and Customs', 'Trade and Commerce', 'British Colonialism']","[0.2951257289263339, 0.29512513080977487, 0.2938871021905903, 0.11579208067424027]",4
23,2,4,Daily Life and Occupations,His labor has been of great value to his country and to the world; but who has ever thought of erecting a monument in recognition of the world's indebtedness to the poor coolie.,Social Classes and Customs,0.9927507296162386,"['Social Classes and Customs', 'British Colonialism', 'Daily Life and Occupations']","[0.33397284013771206, 0.3339654343153994, 0.3320022495419017]",3
23,2,4,Daily Life and Occupations,We are seeing this place on the last day of April; by the shadows you know the sun is shining; by the umbrellas you know it is warm.,Daily Life and Occupations,0.9999985099653672,"['Daily Life and Occupations', 'Photography and Imaging']","[0.5264434593544857, 0.46694750117936606]",2
23,2,4,Daily Life and Occupations,"For greater comfort some of the coolies, like the Russian peasants, are wearing their shirts outside their trousers, and I am not sure but it is the proper way.",Fashion and Dress,0.9974383258435604,"['Fashion and Dress', 'Social Classes and Customs', 'Daily Life and Occupations', 'British Colonialism']","[0.25002361807757795, 0.2500220086281373, 0.25002090603539295, 0.24993161938164718]",4
23,2,4,Daily Life and Occupations,"I imagine some of these bales contain charcoal, as large quantities of it are shipped to Shanghai; we can see junks in the river; Ningpo is an important place for junk-building.",Harbor and Waterways,0.9998192179203884,"['Trade and Commerce', 'Harbor and Waterways', 'Transportation', 'Daily Life and Occupations', 'Architecture and Building']","[0.2023088191676043, 0.20230857801563287, 0.2023077580994518, 0.19705710738350937, 0.19600797083361876]",5
23,2,4,Daily Life and Occupations,"The Chinese consider Ningpo as one of the finest cities in the Empire; but to Europeans it is difficult to find much that may be considered fine; the streets are narrow and dirty, and it is intersected by numerous canals which are not by any means Venetian in general effect.",Harbor and Waterways,0.7210258355556168,"['Harbor and Waterways', 'Geography and Topography', 'Transportation']","[0.3326822376828733, 0.3326304189560258, 0.33253350654020764]",3
23,2,4,Daily Life and Occupations,"And, as in all cities in China, everything is out of repair; there are no signs of progress; no new buildings or bridges; everything is old; everything is dilapidated; everywhere there is dirt and disorder.",Daily Life and Occupations,0.9991928271830524,['Architecture and Building'],[0.9997723020680322],1
23,2,4,Daily Life and Occupations,"Pope makes order ""Heaven's first law,' but it is surely the tail-end of the Chinese code.",Daily Life and Occupations,0.6024108732885938,['Missionary Work'],[0.9610707822536275],1
23,3,12,Harbor and Waterways,"After a half hour's walk we shall find a position on the upper floor of a native shop, from which we can overlook a long bridge of boats.",Harbor and Waterways,0.9999984503535372,"['Harbor and Waterways', 'Transportation', 'Geography and Topography']","[0.31863030920440316, 0.31859593789122054, 0.3150205960943054]",3
24,2,20,Social Classes and Customs,"This bridge is usually a great thoroughfare in Ningpo, especially on market days, when it is lined from end to end with sellers of all kinds of country produce, as well as manufactured goods.",Daily Life and Occupations,0.9087774954514994,"['Trade and Commerce', 'Daily Life and Occupations', 'Transportation', 'Agriculture and Farming', 'Harbor and Waterways']","[0.1670480905702587, 0.1670480308219242, 0.16704671647579059, 0.1670400860340738, 0.16698694190358856]",5
24,2,20,Social Classes and Customs,"On such days it is next to impossible to pass over it, and ferrymen do a flourishing business, when this branch of the river is impeded by the multitude of small boats carrying passengers to and fro.",Daily Life and Occupations,0.9987997787525782,"['Transportation', 'Daily Life and Occupations', 'Harbor and Waterways', 'Geography and Topography', 'Trade and Commerce']","[0.20002181913931055, 0.20002174759721436, 0.20002167607784951, 0.19996580072926193, 0.19995677227458064]",5
24,2,20,Social Classes and Customs,"The bridge is two hundred yards long and five broad, made of sixteen lighters chained together and covered with planks securely lashed, the whole line of boats being held by anchors.",Harbor and Waterways,0.9632666275027358,"['Harbor and Waterways', 'Transportation', 'Military and Naval Defenses', 'Architecture and Building']","[0.2500146207099555, 0.2500144716982998, 0.24997323488599157, 0.2499699282955151]",4
24,2,20,Social Classes and Customs,It was while making this view that I espied a woman crossing with hair coiffured in a most unusual and fantastic style.,Fashion and Dress,0.9999222931144646,"['Fashion and Dress', 'Photography and Imaging', 'Social Classes and Customs']","[0.3335552860674688, 0.3335311912820097, 0.3327987307427283]",3
24,2,20,Social Classes and Customs,"I dispatched my native guide in great haste to intercept her and negotiate a pose, but all attempts and money offers were unavailing.",Social Classes and Customs,0.99998402483134,"['British Colonialism', 'War and Conflict']","[0.5217720201376123, 0.4781358987014016]",2
24,2,20,Social Classes and Customs,"Her hair was arranged in a thin, vertical coil, projecting about eight inches from her head behind and noticeable at any distance.",Fashion and Dress,0.999996960377602,"['Fashion and Dress', 'Social Classes and Customs']","[0.8178875995177186, 0.18210479589736134]",2
24,2,20,Social Classes and Customs,"The wearers of this odd coiffure are female barbers and belong to an order called the ""To min.""",Fashion and Dress,0.8303072563248207,"['Daily Life and Occupations', 'Social Classes and Customs', 'Fashion and Dress', 'Family and Social Structures']","[0.2500029499416522, 0.2500024432887771, 0.2500020261119359, 0.24998450340952813]",4
24,2,20,Social Classes and Customs,"There are three thousand in the ""To min"" set, and they, like the Tankia at Canton, are despised by the general community.",Social Classes and Customs,0.9999993443882876,"['Social Classes and Customs', 'River Dwellers (Tankia)', 'Family and Social Structures']","[0.33423918864363417, 0.3342369575446458, 0.3315039324571304]",3
24,2,20,Social Classes and Customs,"The men are not allowed to compete in the examinations or follow an honorable vocation; they are often actors, musicians or sedan-chair carriers.",Daily Life and Occupations,0.9933107472501844,"['Daily Life and Occupations', 'Social Classes and Customs', 'Family and Social Structures', 'Transportation', 'Education']","[0.2040918613150078, 0.20409173967101477, 0.2040907908977414, 0.20407758029503417, 0.18350314590887723]",5
24,2,20,Social Classes and Customs,"The “To min"" are supposed to be descendants of one Kin who aided the Japanese in their attack on this province; hence the odium which has rested upon them ever since.",Social Classes and Customs,0.999956254854682,"['War and Conflict', 'Family and Social Structures', 'Social Classes and Customs']","[0.333327823575918, 0.3333252405766322, 0.33331768993033417]",3
24,2,20,Social Classes and Customs,"It is often charged that the Chinese lack patriotism, but this prejudice against the ""To min"" surely resembles patriotism.",Social Classes and Customs,0.9999996423941084,['Social Classes and Customs'],[0.9961679772795661],1
24,3,14,Missionary Work,A Christian Church in the heart of a Chinese city is always a wonderful sight because of its power of suggestion.,Missionary Work,0.99999678154149,['Missionary Work'],[0.99825403045622],1
24,3,14,Missionary Work,"All denominations are represented, and it is said that the people in this province have been more susceptible to Christian influence than in many other parts of the country.",Missionary Work,0.9999995231614776,"['Missionary Work', 'British Colonialism']","[0.5000883846189579, 0.49983353881684917]",2
24,3,14,Missionary Work,"The sights that meet the eye in Ningpo are very similar to those we have seen in Shanghai and Canton, but still there are some curious things worthy our attention.",Missionary Work,0.99895708062734,"['Harbor and Waterways', 'Architecture and Building']","[0.8413303385387197, 0.11589074476150774]",2
24,4,4,Daily Life and Occupations,"On our way, in a yard, a timber-yard, we will call it, we shall stop to inspect an unusual and ancient kind of saw-mill.",Architecture and Building,0.9856739278973649,"['Daily Life and Occupations', 'Architecture and Building', 'Trade and Commerce', 'Transportation']","[0.25006707710418796, 0.25006677894432106, 0.25002648785618753, 0.24983947723272754]",4
25,2,4,Daily Life and Occupations,"This is truly the saw-mill of the country; it is everywhere in the rural districts, in the villages, in the great cities; even in the great cities like Shanghai and Tien-tsin, where manufacturers are partially Europeanized.",Trade and Commerce,0.984181468146484,"['Daily Life and Occupations', 'Trade and Commerce']","[0.6951998824316917, 0.3043763701273518]",2
25,2,4,Daily Life and Occupations,This primitive method of lumber making still bears the sway and the smart modern steam saw-mill can scarcely compete.,Architecture and Building,0.8429613637420063,"['Daily Life and Occupations', 'Architecture and Building', 'Trade and Commerce']","[0.3333769505019247, 0.33337420833410186, 0.33324880141698343]",3
25,2,4,Daily Life and Occupations,"This mill will generally run threescore and ten years without any important renovation or restoration; besides, it is not an eight-hour mill; it runs from sunrise to sunset and seven days in the week, and never goes on a strike; it contains an automatic free orchestra attachment which furnishes music all day long; that is, they sing as they work.",Daily Life and Occupations,0.9999994634928572,['Daily Life and Occupations'],[0.9994440026335755],1
25,2,4,Daily Life and Occupations,"The running expenses are trifling mill rent, twenty cents; fuel (rice), ten cents; extra mill hands, nothing; natural wear and tear, nothing; total daily running expense of the mill, thirty 1OO cents.",Daily Life and Occupations,0.999999046293624,"['Daily Life and Occupations', 'Trade and Commerce']","[0.6943252216032307, 0.3040075901952635]",2
25,2,4,Daily Life and Occupations,See if you can tell how this heavy timber is supported rigidly erect for the heavy strain of a cross-cut saw.,Architecture and Building,0.999997854140503,"['Architecture and Building', 'Daily Life and Occupations']","[0.5000080169954793, 0.4999919830045208]",2
25,2,4,Daily Life and Occupations,"It is after the fashion of our buck-saw, used horizontally, with the saw at right angles to the frame; that is the universal model of saw for the East, both for light and heavy work.",Daily Life and Occupations,0.9999973775541372,['Daily Life and Occupations'],[0.9995311367410903],1
25,2,4,Daily Life and Occupations,"There is a stack of bamboo poles of all sizes, destined to be used for almost every conceivable purpose.",Daily Life and Occupations,0.9725168149070544,"['Architecture and Building', 'Daily Life and Occupations', 'Agriculture and Farming']","[0.34793575004228, 0.34793363515809445, 0.3041290386748128]",3
25,3,20,Social Classes and Customs,We will give those poor toilers a few cash and proceed on our way until we reach a beautiful temple called the Fukien Guild Hall.,Social Classes and Customs,0.9999787228342828,"['Social Classes and Customs', 'Architecture and Building']","[0.5295421868633301, 0.4698335307546869]",2
26,2,1,Architecture and Building,"This magnificent structure was first erected in the twelfth century by men from the Province of Fukien, which lies south of Chien Kiang, the province in which Ningpo is located.",Architecture and Building,0.9999997615523456,"['Architecture and Building', 'Geography and Topography']","[0.5000411467464804, 0.499951581003718]",2
26,2,1,Architecture and Building,"It was rebuilt in 1680, and one can scarcely believe from the bright new appearance of the carved columns that it has been standing as we now see it for over two hundred years.",Architecture and Building,0.9999997615523456,['Architecture and Building'],[0.9999997615523739],1
26,2,1,Architecture and Building,"These Guild Halls in the Flowery Kingdom correspond to clubs in Western 1Ο1 countries; they are social and semi-commercial, being a meeting place for commercial and literary men and people of wealth and standing.",Social Classes and Customs,0.9998789670626204,"['Social Classes and Customs', 'Trade and Commerce', 'Family and Social Structures', 'Daily Life and Occupations']","[0.250008165884427, 0.25000688446650193, 0.2499921616498408, 0.2499915362543813]",4
26,2,1,Architecture and Building,"The buildings cover an extensive area, arranged in different halls of one story with a courtyard in front of each.",Architecture and Building,0.999999940388081,['Architecture and Building'],[0.9994977516275187],1
26,2,1,Architecture and Building,"Merchants from the same province of Fukien have erected another beautiful Guild Hall at Canton at a cost of $120,000.",Architecture and Building,0.9999991059508506,"['Trade and Commerce', 'Architecture and Building', 'Daily Life and Occupations', 'Social Classes and Customs', 'Family and Social Structures']","[0.19801634520679381, 0.1980161091612055, 0.19801263930724164, 0.19800876832626424, 0.19767290628801618]",5
26,2,1,Architecture and Building,"In some of the halls a stage is erected for theatrical performances, and from a balcony members and their friends can enjoy the entertainments.",Architecture and Building,0.999998986597861,"['Architecture and Building', 'Family and Social Structures', 'Social Classes and Customs']","[0.4731287026078738, 0.32769638787547906, 0.18562606881450586]",3
26,2,1,Architecture and Building,"In other halls shrines are dedicated to different so-called deities, such as the Queen of Heaven, the God of Learning, etc.",Religion (Buddhism and Ancestor Worship),0.9999629275767652,"['Architecture and Building', 'Religion (Buddhism and Ancestor Worship)']","[0.627326770837903, 0.3672495100483817]",2
26,2,1,Architecture and Building,"There is also in some part of the temple area an Ancestral Hall, in which tablets are erected in memory of departed members of the guild or club.",Architecture and Building,0.9996784220854664,"['Architecture and Building', 'Family and Social Structures', 'Religion (Buddhism and Ancestor Worship)', 'Social Classes and Customs']","[0.2499867804622892, 0.24998669111758817, 0.2499762022082262, 0.2499740854551899]",4
26,2,1,Architecture and Building,Lanterns and scrolls are suspended from the ceilings on which curious characters and devices are written in gorgeous colors.,Architecture and Building,0.9999994039345736,['Folk Festivals and Celebrations'],[0.9995063707358772],1
26,2,1,Architecture and Building,"Some of these columns, my guide told me, were executed in Amoy and others in Ningpo; they are monolithic and of fine gray granite.",Architecture and Building,0.9999997615523456,"['Architecture and Building', 'Cemeteries and Burial Practices', 'Prisoners and Punishment']","[0.3336762369619461, 0.3335992485927099, 0.3326837824703117]",3
26,2,1,Architecture and Building,We have noticed from time to time on our journey the lack of architectural beauty and attractiveness in Chinese buildings.,Architecture and Building,0.9999998807761656,['Architecture and Building'],[0.9999978541444254],1
26,2,1,Architecture and Building,"Just notice how delicate in every detail, how rich the designs and in what elaborate and bold relief are the figures on the columns of this porch.",Architecture and Building,0.9999997019871092,['Architecture and Building'],[0.9999998807759383],1
26,3,18,Religion (Buddhism and Ancestor Worship),The two national emblems are here brought before us so conspicuously and in such beautiful art that I must tell you something about them.,Religion (Buddhism and Ancestor Worship),0.9999235441116644,"['British Colonialism', 'Photography and Imaging']","[0.8333113125477648, 0.16668868745223517]",2
26,3,18,Religion (Buddhism and Ancestor Worship),"The dragon is the symbol on the Imperial flag; the lion is the guardian of every home, shop and temple.",Religion (Buddhism and Ancestor Worship),0.9992710238999988,"['Family and Social Structures', 'Social Classes and Customs']","[0.5003979697317686, 0.4849978436530207]",2
26,3,18,Religion (Buddhism and Ancestor Worship),"Every people must have a mythology; human nature takes to myth as to food; it seems almost an indispensable psychological aliment, and the people of the Middle Kingdom are no exception.",Religion (Buddhism and Ancestor Worship),0.9999854565478756,"['Religion (Buddhism and Ancestor Worship)', 'Food and Diet']","[0.7276823296095971, 0.24889132399883646]",2
26,3,18,Religion (Buddhism and Ancestor Worship),"In Chinese mythology there is not one dragon, but many; there is the Celestial dragon which presides over the mansions of the gods; the divine dragon which causes the winds to blow.",Religion (Buddhism and Ancestor Worship),0.9999984503535372,['Religion (Buddhism and Ancestor Worship)'],[0.999544671634724],1
26,3,18,Religion (Buddhism and Ancestor Worship),The Buddhists consider their dragons as numerous as the fish of the sea; but the fabulous dragon with scales and claws seems to be a sort of Jupiter or Odin in their polytheism; he performs many functions.,Religion (Buddhism and Ancestor Worship),0.999999940388081,['Religion (Buddhism and Ancestor Worship)'],[0.9999998807705094],1
26,3,18,Religion (Buddhism and Ancestor Worship),"He is represented as a flying Saurian, yet without wings; plainly a different species from the one encountered by St. George.",Religion (Buddhism and Ancestor Worship),0.9999986887546084,"['Transportation', 'War and Conflict']","[0.7499652872267037, 0.2500347127732962]",2
26,3,18,Religion (Buddhism and Ancestor Worship),"He is always represented as a scaly five-clawed crocodile; he presides over the elements; he has power to become visible or invisible; in short, he is a factotum in their divinity business.",Religion (Buddhism and Ancestor Worship),0.999999940388081,"['River Dwellers (Tankia)', 'Religion (Buddhism and Ancestor Worship)']","[0.7500115065315085, 0.24998849346849153]",2
26,3,18,Religion (Buddhism and Ancestor Worship),"He is the crest on royal monuments, is displayed on the Emperor's robes, and the Grand Chair of State is called the dragon throne.",Fashion and Dress,0.9720858695674384,"['Fashion and Dress', 'Social Classes and Customs']","[0.5000327412325296, 0.4999481844565618]",2
26,4,18,Religion (Buddhism and Ancestor Worship),"He figures conspicuously in porcelain, in bronze, in painting, in sculpture, in every form of decoration; he is conventionalized into many grotesque forms with feathery spreading tail and bulging eyes.",Religion (Buddhism and Ancestor Worship),0.999977948158031,"['Religion (Buddhism and Ancestor Worship)', 'Fashion and Dress', 'River Dwellers (Tankia)']","[0.7641650450283809, 0.0698804152907762, 0.0698804152907762]",3
26,4,18,Religion (Buddhism and Ancestor Worship),You may see him carved in stone before every yamen and temple and official residence; at the shop doors in every street you will see him carved in wood and gilded.,Religion (Buddhism and Ancestor Worship),0.3758699591561836,"['Architecture and Building', 'Social Classes and Customs', 'Daily Life and Occupations']","[0.33527063763782783, 0.33502727752412925, 0.3236558593909713]",3
26,4,18,Religion (Buddhism and Ancestor Worship),"The lion, therefore, seems to be a one-headed Cerberus charged with the big task of guarding all the important doors of the Empire.",Religion (Buddhism and Ancestor Worship),0.9842203745123976,"['Military and Naval Defenses', 'British Colonialism']","[0.5820903040756459, 0.40703464645480036]",2
26,4,18,Religion (Buddhism and Ancestor Worship),"Cerberus required three heads to guard the entrance to Hades, and two stern lions always guard important doorways in China.",Religion (Buddhism and Ancestor Worship),0.99996048512769,['Architecture and Building'],[0.8641218147494173],1
26,4,18,Religion (Buddhism and Ancestor Worship),"These guardian lions may be stone during the day, but they are good, vigilant, live lions during the night, so it is believed, and it is said they may be seen roaming about at hours when children should be in doors.",Religion (Buddhism and Ancestor Worship),0.9999974967194656,"['Family and Social Structures', 'Architecture and Building', 'Cemeteries and Burial Practices']","[0.6236151025440844, 0.18819346931206188, 0.10109844410252945]",3
26,4,18,Religion (Buddhism and Ancestor Worship),"Recalling these things, we can better understand why the lion and dragon are in such high esteem and how they outrank all other divinities in the Chinese mythology.",Religion (Buddhism and Ancestor Worship),0.9999997019871092,['Religion (Buddhism and Ancestor Worship)'],[0.9953502372945255],1
26,4,18,Religion (Buddhism and Ancestor Worship),We should not fail to note carefully the splendidly carved dragons on those graceful columns and the one of the two lions which guard the door of this matchless Guild Hall.,Architecture and Building,0.999998152233049,['Architecture and Building'],[0.9999887937947868],1
26,4,18,Religion (Buddhism and Ancestor Worship),"Do not make a mistake and confound our guide who rests on the porch with the Cerberus on the pedestal, because they are both lions on this occasion.",Religion (Buddhism and Ancestor Worship),0.974121066674112,"['Cemeteries and Burial Practices', 'Daily Life and Occupations']","[0.7866648101242467, 0.15332661448024462]",2
26,5,18,Religion (Buddhism and Ancestor Worship),"Before returning to the ship which takes us back to Shanghai, we will enter one hall of a Buddhistic temple to look for a few moments at some gigantic statues of Buddha.",Religion (Buddhism and Ancestor Worship),0.99999976158513,"['Religion (Buddhism and Ancestor Worship)', 'Architecture and Building', 'Transportation']","[0.3349807091020127, 0.3347426121251146, 0.3302711682473732]",3
27,2,18,Religion (Buddhism and Ancestor Worship),"We saw statues in the temple of the Five Hundred Genii at Canton, dedicated to the memory of distinguished followers of that great philosopher; and here we have before us great statues of Buddha himself.",Religion (Buddhism and Ancestor Worship),0.9999997019404409,"['Religion (Buddhism and Ancestor Worship)', 'Architecture and Building']","[0.5215472261007434, 0.47842231075199765]",2
27,2,18,Religion (Buddhism and Ancestor Worship),"These immense figures are carved out of wood according to the conventional model of Buddhas the world over, i.e., in the sitting posture with legs crossed somewhat after the manner of the sartorial artist of earlier days, with eyebrows thinly trimmed down and with looped pendent ear lobes.",Religion (Buddhism and Ancestor Worship),0.9999997019871092,['Religion (Buddhism and Ancestor Worship)'],[0.9998603276653181],1
27,2,18,Religion (Buddhism and Ancestor Worship),"Observe how, in his downcast gaze, the conception of humility has been wrought out as a proper attribute of the real philosopher; at the same time there is the expression of repose as one who has mastered all the ills of life and attained Nirvana.",Religion (Buddhism and Ancestor Worship),0.999999940388081,['Religion (Buddhism and Ancestor Worship)'],[0.9999998806784431],1
27,2,18,Religion (Buddhism and Ancestor Worship),"I have seen some wonderful monolithic statues of Buddha in Ceylon cut from prodigious granite bowlders and standing erect forty feet in height; also some of about an equal length lying prostrate in the rock temples at Dambulla, not far from the same place.",Architecture and Building,0.9999716292936728,"['Religion (Buddhism and Ancestor Worship)', 'Architecture and Building']","[0.4997773247864748, 0.4997689250372597]",2
27,2,18,Religion (Buddhism and Ancestor Worship),Even in this temple you may see the ubiquitous dragon wriggling in that ornate background of the statue.,Architecture and Building,0.9960665510263904,['Architecture and Building'],[0.9998474636612029],1
27,3,14,Missionary Work,"We must now make our obeisance, and leaving the presence of this august image of the great Indian philosopher, zigzag our way through teeming multitudes to our ship.",Missionary Work,0.9724358263718682,"['British Colonialism', 'Transportation']","[0.49843223596450487, 0.4983495020733364]",2
27,3,14,Missionary Work,"Returning again to Shanghai, we enter the vehicle which I likened to the ""One-Hoss Shay,"" and passing around the native city enter the compound of the South Gate Presbyterian School, where we will find a charming group of native schoolgirls under the care of Miss Cogdal and receiving instruction in embroidery.",Education,0.9999904635997124,"['Education', 'Missionary Work', 'Daily Life and Occupations', 'Transportation']","[0.24900715295157713, 0.2490066483167718, 0.24900243353015844, 0.24899070798555753]",4
28,2,4,Daily Life and Occupations,"Embroidery is the crowning glory of every wardrobe, and a wardrobe in China is not pretentious until it reaches a value of from five to ten thousand dollars.",Fashion and Dress,0.9999886164334756,"['Fashion and Dress', 'Social Classes and Customs']","[0.4996790729098508, 0.49967067391351]",2
28,2,4,Daily Life and Occupations,"It is for furniture, wall decoration, screens, indeed, for everything in which rich silk fabric can form a part, from chair cushions to the royal robes of the Imperial Court.",Fashion and Dress,0.9670042201273552,"['Fashion and Dress', 'Daily Life and Occupations', 'Social Classes and Customs', 'Trade and Commerce']","[0.25837788642599024, 0.25833924200153097, 0.2583283430819891, 0.22494636595341994]",4
28,2,4,Daily Life and Occupations,"Birds, butterflies, flowers, life figures and portraiture are all marvelously executed in the most exquisite colors and designs.",Photography and Imaging,0.6529277406369042,['Photography and Imaging'],[0.9928565415318436],1
